file,speaker,debate,sentence_id,text,char_len,word_len,clean_text,clean_word_len,tokens,tokens_no_stop,stemmed_tokens,lemma_tokens,processed_text,neg,neu,pos,compound,sentiment
clinton_2nd.txt,Clinton,2,135,"But it is important for us as a policy, you know, not to say, as Donald has said, we're going to ban people based on a religion.",128,27,but it is important for us as a policy you know not to say as donald has said we are going to ban people based on a religion,28,but it is important for us as a policy you know not to say as donald has said we are going to ban people based on a religion,important policy ban people based religion,import polici ban peopl base religion,important policy ban people base religion,important policy ban people base religion,0.163,0.764,0.073,-0.5719,negative
clinton_2nd.txt,Clinton,2,136,How do you do that?,19,5,how do you do that,5,how do you do that,,,,,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,137,We are a country founded on religious freedom and liberty.,58,10,we are a country founded on religious freedom and liberty,10,we are a country founded on religious freedom and liberty,country founded religious freedom liberty,countri found religi freedom liberti,country found religious freedom liberty,country found religious freedom liberty,0.0,0.479,0.521,0.8225,positive
clinton_2nd.txt,Clinton,2,138,How do we do what he has advocated without causing great distress within our own county?,88,16,how do we do what he has advocated without causing great distress within our own county,16,how do we do what he has advocated without causing great distress within our own county,advocated without causing great distress within county,advoc without caus great distress within counti,advocate without cause great distress within county,advocate without cause great distress within county,0.164,0.698,0.138,-0.1326,negative
clinton_2nd.txt,Clinton,2,139,Are we going to have religious tests when people fly into our country?,70,13,are we going to have religious tests when people fly into our country,13,are we going to have religious tests when people fly into our country,religious tests people fly country,religi test peopl fli countri,religious test people fly country,religious test people fly country,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,140,And how do we expect to be able to implement those?,51,11,and how do we expect to be able to implement those,11,and how do we expect to be able to implement those,expect able implement,expect abl implement,expect able implement,expect able implement,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,141,So I thought that what he said was extremely unwise and even dangerous.,71,13,so i thought that what he said was extremely unwise and even dangerous,13,so i thought that what he said was extremely unwise and even dangerous,thought extremely unwise even dangerous,thought extrem unwis even danger,think extremely unwise even dangerous,think extremely unwise even dangerous,0.22,0.78,0.0,-0.4767,negative
clinton_2nd.txt,Clinton,2,142,"And indeed, you can look at the propaganda on a lot of the terrorists sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.",192,36,and indeed you can look at the propaganda on a lot of the terrorists sites and what donald trump says about muslims is used to recruit fighters because they want to create a war between us,36,and indeed you can look at the propaganda on a lot of the terrorists sites and what donald trump says about muslims is used to recruit fighters because they want to create a war between us,indeed look propaganda lot terrorists sites says muslims used recruit fighters want create war,inde look propaganda lot terrorist site say muslim use recruit fighter want creat war,indeed look propaganda lot terrorist sit say muslim use recruit fighter want create war,indeed look propaganda lot terrorist sit say muslim use recruit fighter want create war,0.263,0.657,0.08,-0.8316,negative
clinton_2nd.txt,Clinton,2,143,"And the final thing I would say, this is the 10th or 12th time that he's denied being for the war in Iraq.",106,23,and the final thing i would say this is the th or th time that he is denied being for the war in iraq,24,and the final thing i would say this is the th or th time that he is denied being for the war in iraq,final thing time denied war iraq,final thing time deni war iraq,final thing time deny war iraq,final thing time deny war iraq,0.254,0.746,0.0,-0.7783,negative
clinton_2nd.txt,Clinton,2,144,We have it on tape.,19,5,we have it on tape,5,we have it on tape,tape,tape,tape,tape,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,145,The entire press corps has looked at it.,40,8,the entire press corps has looked at it,8,the entire press corps has looked at it,entire press corps looked,entir press corp look,entire press corp look,entire press corp look,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,146,"It's been debunked, but it never stops him from saying whatever he wants to say.",80,15,it is been debunked but it never stops him from saying whatever he wants to say,16,it is been debunked but it never stops him from saying whatever he wants to say,debunked never stops saying whatever wants,debunk never stop say whatev want,debunk never stop say whatever want,debunk never stop say whatever want,0.0,0.894,0.106,0.1695,positive
clinton_2nd.txt,Clinton,2,147,"So, please...  ... go to HillaryClinton.com and you can see it.",63,11,so please go to hillaryclinton com and you can see it,11,so please go to hillaryclinton com and you can see it,please hillaryclinton com see,pleas hillaryclinton com see,please hillaryclinton com see,please hillaryclinton com see,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,148,"Well, right.",12,2,well right,2,well right,right,right,right,right,0.0,0.323,0.677,0.2732,positive
clinton_2nd.txt,Clinton,2,149,"As I recall, that was something I said about Abraham Lincoln after having seen the wonderful Steven Spielberg movie called ""Lincoln.""",133,21,as i recall that was something i said about abraham lincoln after having seen the wonderful steven spielberg movie called lincoln,21,as i recall that was something i said about abraham lincoln after having seen the wonderful steven spielberg movie called lincoln,recall something abraham lincoln seen wonderful steven spielberg movie called lincoln,recal someth abraham lincoln seen wonder steven spielberg movi call lincoln,recall something abraham lincoln see wonderful steven spielberg movie call lincoln,recall something abraham lincoln see wonderful steven spielberg movie call lincoln,0.0,0.829,0.171,0.5719,positive
clinton_2nd.txt,Clinton,2,150,It was a master class watching President Lincoln get the Congress to approve the 13th Amendment.,96,16,it was a master class watching president lincoln get the congress to approve the th amendment,16,it was a master class watching president lincoln get the congress to approve the th amendment,master class watching president lincoln get congress approve amendment,master class watch presid lincoln get congress approv amend,master class watch president lincoln get congress approve amendment,master class watch president lincoln get congress approve amendment,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,151,"It was principled, and it was strategic.",40,7,it was principled and it was strategic,7,it was principled and it was strategic,principled strategic,principl strateg,principled strategic,principled strategic,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,152,And I was making the point that it is hard sometimes to get the Congress to do what you want to do and you have to keep working at it.,134,30,and i was making the point that it is hard sometimes to get the congress to do what you want to do and you have to keep working at it,30,and i was making the point that it is hard sometimes to get the congress to do what you want to do and you have to keep working at it,making point hard sometimes get congress want keep working,make point hard sometim get congress want keep work,make point hard sometimes get congress want keep work,make point hard sometimes get congress want keep work,0.047,0.909,0.044,-0.0258,neutral
clinton_2nd.txt,Clinton,2,153,"And, yes, President Lincoln was trying to convince some people, he used some arguments, convincing other people, he used other arguments.",137,21,and yes president lincoln was trying to convince some people he used some arguments convincing other people he used other arguments,21,and yes president lincoln was trying to convince some people he used some arguments convincing other people he used other arguments,yes president lincoln trying convince people used arguments convincing people used arguments,ye presid lincoln tri convinc peopl use argument convinc peopl use argument,yes president lincoln try convince people use argument convince people use argument,yes president lincoln try convince people use argument convince people use argument,0.188,0.556,0.257,0.25,positive
clinton_2nd.txt,Clinton,2,154,That was a great -- I thought a great display of presidential leadership.,73,13,that was a great i thought a great display of presidential leadership,12,that was a great i thought a great display of presidential leadership,great thought great display presidential leadership,great thought great display presidenti leadership,great think great display presidential leadership,great think great display presidential leadership,0.0,0.494,0.506,0.8481,positive
clinton_2nd.txt,Clinton,2,155,"But, you know, let's talk about what's really going on here, Martha, because our intelligence community just came out and said in the last few days that the Kremlin, meaning Putin and the Russian government, are directing the attacks, the hacking on American accounts to influence our election.",294,48,but you know let is talk about what is really going on here martha because our intelligence community just came out and said in the last few days that the kremlin meaning putin and the russian government are directing the attacks the hacking on american accounts to influence our election,50,but you know let is talk about what is really going on here martha because our intelligence community just came out and said in the last few days that the kremlin meaning putin and the russian government are directing the attacks the hacking on american accounts to influence our election,let talk really martha intelligence community came last days kremlin meaning putin russian government directing attacks hacking american accounts influence election,let talk realli martha intellig commun came last day kremlin mean putin russian govern direct attack hack american account influenc elect,let talk really martha intelligence community come last day kremlin mean putin russian government direct attack hack american account influence election,let talk really martha intelligence community come last day kremlin mean putin russian government direct attack hack american account influence election,0.071,0.852,0.077,0.0772,positive
clinton_2nd.txt,Clinton,2,156,"And WikiLeaks is part of that, as are other sites where the Russians hack information, we don't even know if it's accurate information, and then they put it out.",161,29,and wikileaks is part of that as are other sites where the russians hack information we do not even know if it is accurate information and then they put it out,31,and wikileaks is part of that as are other sites where the russians hack information we do not even know if it is accurate information and then they put it out,wikileaks part sites russians hack information even accurate information put,wikileak part site russian hack inform even accur inform put,wikileaks part sit russians hack information even accurate information put,wikileaks part sit russians hack information even accurate information put,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,157,"We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.",161,30,we have never in the history of our country been in a situation where an adversary a foreign power is working so hard to influence the outcome of the election,30,we have never in the history of our country been in a situation where an adversary a foreign power is working so hard to influence the outcome of the election,never history country situation adversary foreign power working hard influence outcome election,never histori countri situat adversari foreign power work hard influenc outcom elect,never history country situation adversary foreign power work hard influence outcome election,never history country situation adversary foreign power work hard influence outcome election,0.124,0.876,0.0,-0.3952,negative
clinton_2nd.txt,Clinton,2,158,"And believe me, they're not doing it to get me elected.",55,11,and believe me they are not doing it to get me elected,12,and believe me they are not doing it to get me elected,believe get elected,believ get elect,believe get elect,believe get elect,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,159,They're doing it to try to influence the election for Donald Trump.,67,12,they are doing it to try to influence the election for donald trump,13,they are doing it to try to influence the election for donald trump,try influence election,tri influenc elect,try influence election,try influence election,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,160,"Now, maybe because he has praised Putin, maybe because he says he agrees with a lot of what Putin wants to do, maybe because he wants to do business in Moscow, I don't know the reasons.",185,36,now maybe because he has praised putin maybe because he says he agrees with a lot of what putin wants to do maybe because he wants to do business in moscow i do not know the reasons,37,now maybe because he has praised putin maybe because he says he agrees with a lot of what putin wants to do maybe because he wants to do business in moscow i do not know the reasons,maybe praised putin maybe says agrees lot putin wants maybe wants business moscow reasons,mayb prais putin mayb say agre lot putin want mayb want busi moscow reason,maybe praise putin maybe say agree lot putin want maybe want business moscow reason,maybe praise putin maybe say agree lot putin want maybe want business moscow reason,0.0,0.865,0.135,0.6124,positive
clinton_2nd.txt,Clinton,2,161,But we deserve answers.,23,4,but we deserve answers,4,but we deserve answers,deserve answers,deserv answer,deserve answer,deserve answer,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,162,And we should demand that Donald release all of his tax returns so that people can see what are the entanglements and the financial relationships that he has...  ... with the Russians and other foreign powers.,209,36,and we should demand that donald release all of his tax returns so that people can see what are the entanglements and the financial relationships that he has with the russians and other foreign powers,35,and we should demand that donald release all of his tax returns so that people can see what are the entanglements and the financial relationships that he has with the russians and other foreign powers,demand release tax returns people see entanglements financial relationships russians foreign powers,demand releas tax return peopl see entangl financi relationship russian foreign power,demand release tax return people see entanglement financial relationship russians foreign power,demand release tax return people see entanglement financial relationship russians foreign power,0.041,0.959,0.0,-0.128,negative
clinton_2nd.txt,Clinton,2,163,"Well, everything you've heard just now from Donald is not true.",63,11,well everything you have heard just now from donald is not true,12,well everything you have heard just now from donald is not true,everything heard true,everyth heard true,everything heard true,everything heard true,0.174,0.67,0.156,-0.0598,negative
clinton_2nd.txt,Clinton,2,164,"I'm sorry I have to keep saying this, but he lives in an alternative reality.",77,15,i am sorry i have to keep saying this but he lives in an alternative reality,16,i am sorry i have to keep saying this but he lives in an alternative reality,sorry keep saying lives alternative reality,sorri keep say live altern realiti,sorry keep say life alternative reality,sorry keep say life alternative reality,0.081,0.919,0.0,-0.0387,neutral
clinton_2nd.txt,Clinton,2,165,And it is sort of amusing to hear somebody who hasn't paid federal income taxes in maybe 20 years talking about what he's going to do.,134,26,and it is sort of amusing to hear somebody who has not paid federal income taxes in maybe years talking about what he is going to do,27,and it is sort of amusing to hear somebody who has not paid federal income taxes in maybe years talking about what he is going to do,sort amusing hear somebody paid federal income taxes maybe years talking,sort amus hear somebodi paid feder incom tax mayb year talk,sort amuse hear somebody pay federal income tax maybe year talk,sort amuse hear somebody pay federal income tax maybe year talk,0.0,0.916,0.084,0.3197,positive
clinton_2nd.txt,Clinton,2,166,But I'll tell you what he's going to do.,40,9,but i will tell you what he is going to do,11,but i will tell you what he is going to do,tell,tell,tell,tell,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,167,"His plan will give the wealthy and corporations the biggest tax cuts they've ever had, more than the Bush tax cuts by at least a factor of two.",143,28,his plan will give the wealthy and corporations the biggest tax cuts they have ever had more than the bush tax cuts by at least a factor of two,29,his plan will give the wealthy and corporations the biggest tax cuts they have ever had more than the bush tax cuts by at least a factor of two,plan give wealthy corporations biggest tax cuts ever bush tax cuts least factor two,plan give wealthi corpor biggest tax cut ever bush tax cut least factor two,plan give wealthy corporation big tax cut ever bush tax cut least factor two,plan give wealthy corporation big tax cut ever bush tax cut least factor two,0.142,0.777,0.081,-0.2263,negative
clinton_2nd.txt,Clinton,2,168,"Donald always takes care of Donald and people like Donald, and this would be a massive gift.",92,17,donald always takes care of donald and people like donald and this would be a massive gift,17,donald always takes care of donald and people like donald and this would be a massive gift,always takes care people like massive gift,alway take care peopl like massiv gift,always take care people like massive gift,always take care people like massive gift,0.0,0.602,0.398,0.8225,positive
clinton_2nd.txt,Clinton,2,169,"And, indeed, the way that he talks about his tax cuts would end up raising taxes on middle-class families, millions of middle-class families.",141,23,and indeed the way that he talks about his tax cuts would end up raising taxes on middle class families millions of middle class families,25,and indeed the way that he talks about his tax cuts would end up raising taxes on middle class families millions of middle class families,indeed way talks tax cuts end raising taxes middle class families millions middle class families,inde way talk tax cut end rais tax middl class famili million middl class famili,indeed way talk tax cut end raise tax middle class family million middle class family,indeed way talk tax cut end raise tax middle class family million middle class family,0.091,0.909,0.0,-0.296,negative
clinton_2nd.txt,Clinton,2,170,"Now, here's what I want to do.",30,7,now here is what i want to do,8,now here is what i want to do,want,want,want,want,0.0,0.794,0.206,0.0772,positive
clinton_2nd.txt,Clinton,2,171,"I have said nobody who makes less than $250,000 a year -- and that's the vast majority of Americans as you know -- will have their taxes raised, because I think we've got to go where the money is.",196,39,i have said nobody who makes less than a year and that is the vast majority of americans as you know will have their taxes raised because i think we have got to go where the money is,38,i have said nobody who makes less than a year and that is the vast majority of americans as you know will have their taxes raised because i think we have got to go where the money is,nobody makes less year vast majority americans taxes raised got money,nobodi make less year vast major american tax rais got money,nobody make less year vast majority americans tax raise get money,nobody make less year vast majority americans tax raise get money,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,172,And the money is with people who have taken advantage of every single break in the tax code.,92,18,and the money is with people who have taken advantage of every single break in the tax code,18,and the money is with people who have taken advantage of every single break in the tax code,money people taken advantage every single break tax code,money peopl taken advantag everi singl break tax code,money people take advantage every single break tax code,money people take advantage every single break tax code,0.0,0.895,0.105,0.25,positive
clinton_2nd.txt,Clinton,2,173,"And, yes, when I was a senator, I did vote to close corporate loopholes.",72,14,and yes when i was a senator i did vote to close corporate loopholes,14,and yes when i was a senator i did vote to close corporate loopholes,yes senator vote close corporate loopholes,ye senat vote close corpor loophol,yes senator vote close corporate loophole,yes senator vote close corporate loophole,0.0,0.787,0.213,0.4019,positive
clinton_2nd.txt,Clinton,2,174,"I voted to close, I think, one of the loopholes he took advantage of when he claimed a billion-dollar loss that enabled him to avoid paying taxes.",146,27,i voted to close i think one of the loopholes he took advantage of when he claimed a billion dollar loss that enabled him to avoid paying taxes,28,i voted to close i think one of the loopholes he took advantage of when he claimed a billion dollar loss that enabled him to avoid paying taxes,voted close loopholes took advantage claimed billion dollar loss enabled avoid paying taxes,vote close loophol took advantag claim billion dollar loss enabl avoid pay tax,vote close loophole take advantage claim billion dollar loss enable avoid pay tax,vote close loophole take advantage claim billion dollar loss enable avoid pay tax,0.164,0.764,0.073,-0.3612,negative
clinton_2nd.txt,Clinton,2,175,I want to have a tax on people who are making a million dollars.,64,14,i want to have a tax on people who are making a million dollars,14,i want to have a tax on people who are making a million dollars,want tax people making million dollars,want tax peopl make million dollar,want tax people make million dollar,want tax people make million dollar,0.0,0.885,0.115,0.0772,positive
clinton_2nd.txt,Clinton,2,176,It's called the Buffett rule.,29,5,it is called the buffett rule,6,it is called the buffett rule,called buffett rule,call buffett rule,call buffett rule,call buffett rule,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,177,"Yes, Warren Buffett is the one who's gone out and said somebody like him should not be paying a lower tax rate than his secretary.",130,25,yes warren buffett is the one who is gone out and said somebody like him should not be paying a lower tax rate than his secretary,26,yes warren buffett is the one who is gone out and said somebody like him should not be paying a lower tax rate than his secretary,yes warren buffett gone somebody like paying lower tax rate,ye warren buffett gone somebodi like pay lower tax rate,yes warren buffett go somebody like pay low tax rate,yes warren buffett go somebody like pay low tax rate,0.0,0.748,0.252,0.7259,positive
clinton_2nd.txt,Clinton,2,178,I want to have a surcharge on incomes above $5 million.,55,11,i want to have a surcharge on incomes above million,10,i want to have a surcharge on incomes above million,want surcharge incomes million,want surcharg incom million,want surcharge income million,want surcharge income million,0.0,0.86,0.14,0.0772,positive
clinton_2nd.txt,Clinton,2,179,"We have to make up for lost times, because I want to invest in you.",67,15,we have to make up for lost times because i want to invest in you,15,we have to make up for lost times because i want to invest in you,make lost times want invest,make lost time want invest,make lose time want invest,make lose time want invest,0.147,0.769,0.083,-0.25,negative
clinton_2nd.txt,Clinton,2,180,I want to invest in hard-working families.,42,7,i want to invest in hard working families,8,i want to invest in hard working families,want invest hard working families,want invest hard work famili,want invest hard work family,want invest hard work family,0.0,0.794,0.206,0.0772,positive
clinton_2nd.txt,Clinton,2,181,"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",121,22,and i think it is been unfortunate but it is happened that since the great recession the gains have all gone to the top,24,and i think it is been unfortunate but it is happened that since the great recession the gains have all gone to the top,unfortunate happened since great recession gains gone top,unfortun happen sinc great recess gain gone top,unfortunate happen since great recession gain go top,unfortunate happen since great recession gain go top,0.175,0.49,0.335,0.7391,positive
clinton_2nd.txt,Clinton,2,182,And we need to reverse that.,28,6,and we need to reverse that,6,and we need to reverse that,need reverse,need revers,need reverse,need reverse,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,183,"People like Donald, who paid zero in taxes, zero for our vets, zero for our military, zero for health and education, that is wrong.",131,24,people like donald who paid zero in taxes zero for our vets zero for our military zero for health and education that is wrong,24,people like donald who paid zero in taxes zero for our vets zero for our military zero for health and education that is wrong,people like paid zero taxes zero vets zero military zero health education wrong,peopl like paid zero tax zero vet zero militari zero health educ wrong,people like pay zero tax zero vet zero military zero health education wrong,people like pay zero tax zero vet zero military zero health education wrong,0.112,0.797,0.091,-0.1531,negative
clinton_2nd.txt,Clinton,2,184,"And we're going to make sure that nobody, no corporation, and no individual can get away without paying his fair share to support our country.",142,25,and we are going to make sure that nobody no corporation and no individual can get away without paying his fair share to support our country,26,and we are going to make sure that nobody no corporation and no individual can get away without paying his fair share to support our country,make sure nobody corporation individual get away without paying fair share support country,make sure nobodi corpor individu get away without pay fair share support countri,make sure nobody corporation individual get away without pay fair share support country,make sure nobody corporation individual get away without pay fair share support country,0.195,0.584,0.221,0.2115,positive
clinton_2nd.txt,Clinton,2,185,"Well, here we go again.",23,5,well here we go again,5,well here we go again,,,,,0.0,0.656,0.344,0.2732,positive
clinton_2nd.txt,Clinton,2,186,"I've been in favor of getting rid of carried interest for years, starting when I was a senator from New York.",109,21,i have been in favor of getting rid of carried interest for years starting when i was a senator from new york,22,i have been in favor of getting rid of carried interest for years starting when i was a senator from new york,favor getting rid carried interest years starting senator new york,favor get rid carri interest year start senat new york,favor get rid carry interest year start senator new york,favor get rid carry interest year start senator new york,0.0,0.749,0.251,0.6908,positive
clinton_2nd.txt,Clinton,2,187,But that's not the point here.,30,6,but that is not the point here,7,but that is not the point here,point,point,point,point,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,188,Because I was a senator with a Republican president.,52,9,because i was a senator with a republican president,9,because i was a senator with a republican president,senator republican president,senat republican presid,senator republican president,senator republican president,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,189,I will be the president and we will get it done.,48,11,i will be the president and we will get it done,11,i will be the president and we will get it done,president get done,presid get done,president get do,president get do,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,190,That's exactly right.,21,3,that is exactly right,4,that is exactly right,exactly right,exactli right,exactly right,exactly right,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,191,"You know, under our Constitution, presidents have something called veto power.",78,11,you know under our constitution presidents have something called veto power,11,you know under our constitution presidents have something called veto power,constitution presidents something called veto power,constitut presid someth call veto power,constitution president something call veto power,constitution president something call veto power,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,192,"Look, he has now said repeatedly, ""30 years this and 30 years that.""",68,13,look he has now said repeatedly years this and years that,11,look he has now said repeatedly years this and years that,look repeatedly years years,look repeatedli year year,look repeatedly year year,look repeatedly year year,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,193,So let me talk about my 30 years in public service.,51,11,so let me talk about my years in public service,10,so let me talk about my years in public service,let talk years public service,let talk year public servic,let talk year public service,let talk year public service,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,194,I'm very glad to do so.,23,6,i am very glad to do so,7,i am very glad to do so,glad,glad,glad,glad,0.0,0.603,0.397,0.5095,positive
clinton_2nd.txt,Clinton,2,195,"Eight million kids every year have health insurance, because when I was first lady I worked with Democrats and Republicans to create the Children's Health Insurance Program.",173,27,eight million kids every year have health insurance because when i was first lady i worked with democrats and republicans to create the children is health insurance program,28,eight million kids every year have health insurance because when i was first lady i worked with democrats and republicans to create the children is health insurance program,eight million kids every year health insurance first lady worked democrats republicans create children health insurance program,eight million kid everi year health insur first ladi work democrat republican creat children health insur program,eight million kid every year health insurance first lady work democrat republicans create child health insurance program,eight million kid every year health insurance first lady work democrat republicans create child health insurance program,0.0,0.92,0.08,0.2732,positive
clinton_2nd.txt,Clinton,2,196,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.,125,23,hundreds of thousands of kids now have a chance to be adopted because i worked to change our adoption and foster care system,23,hundreds of thousands of kids now have a chance to be adopted because i worked to change our adoption and foster care system,hundreds thousands kids chance adopted worked change adoption foster care system,hundr thousand kid chanc adopt work chang adopt foster care system,hundred thousand kid chance adopt worked change adoption foster care system,hundred thousand kid chance adopt worked change adoption foster care system,0.0,0.785,0.215,0.6369,positive
clinton_2nd.txt,Clinton,2,197,"After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it.",221,39,after i went to work with republican mayor governor and president to rebuild new york and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it,38,after i went to work with republican mayor governor and president to rebuild new york and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it,went work republican mayor governor president rebuild new york get health care first responders suffering run toward danger gotten sickened,went work republican mayor governor presid rebuild new york get health care first respond suffer run toward danger gotten sicken,go work republican mayor governor president rebuild new york get health care first responder suffer run toward danger gotten sicken,go work republican mayor governor president rebuild new york get health care first responder suffer run toward danger gotten sicken,0.212,0.72,0.068,-0.7783,negative
clinton_2nd.txt,Clinton,2,198,"Hundreds of thousands of National Guard and Reserve members have health care because of work that I did, and children have safer medicines because I was able to pass a law that required the dosing to be more carefully done.",223,40,hundreds of thousands of national guard and reserve members have health care because of work that i did and children have safer medicines because i was able to pass a law that required the dosing to be more carefully done,40,hundreds of thousands of national guard and reserve members have health care because of work that i did and children have safer medicines because i was able to pass a law that required the dosing to be more carefully done,hundreds thousands national guard reserve members health care work children safer medicines able pass law required dosing carefully done,hundr thousand nation guard reserv member health care work children safer medicin abl pass law requir dose care done,hundred thousand national guard reserve member health care work child safer medicine able pas law require dose carefully do,hundred thousand national guard reserve member health care work child safer medicine able pas law require dose carefully do,0.0,0.814,0.186,0.7778,positive
clinton_2nd.txt,Clinton,2,199,"When I was secretary of state, I went around the world advocating for our country, but also advocating for women's rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons.",250,45,when i was secretary of state i went around the world advocating for our country but also advocating for women is rights to make sure that women had a decent chance to have a better life and negotiated a treaty with russia to lower nuclear weapons,46,when i was secretary of state i went around the world advocating for our country but also advocating for women is rights to make sure that women had a decent chance to have a better life and negotiated a treaty with russia to lower nuclear weapons,state went around world advocating country advocating women rights make sure women decent chance better life negotiated treaty russia lower nuclear weapons,state went around world advoc countri advoc women right make sure women decent chanc better life negoti treati russia lower nuclear weapon,state go around world advocate country advocate woman right make sure woman decent chance well life negotiate treaty russia lower nuclear weapon,state go around world advocate country advocate woman right make sure woman decent chance well life negotiate treaty russia lower nuclear weapon,0.131,0.687,0.183,0.3919,positive
clinton_2nd.txt,Clinton,2,200,Four hundred pieces of legislation have my name on it as a sponsor or cosponsor when I was a senator for eight years.,117,23,four hundred pieces of legislation have my name on it as a sponsor or cosponsor when i was a senator for eight years,23,four hundred pieces of legislation have my name on it as a sponsor or cosponsor when i was a senator for eight years,four hundred pieces legislation name sponsor cosponsor senator eight years,four hundr piec legisl name sponsor cosponsor senat eight year,four hundred piece legislation name sponsor cosponsor senator eight year,four hundred piece legislation name sponsor cosponsor senator eight year,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,201,I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,131,27,i worked very hard and was very proud to be re elected in new york by an even bigger margin than i had been elected the first time,28,i worked very hard and was very proud to be re elected in new york by an even bigger margin than i had been elected the first time,worked hard proud elected new york even bigger margin elected first time,work hard proud elect new york even bigger margin elect first time,work hard proud elect new york even big margin elect first time,work hard proud elect new york even big margin elect first time,0.06,0.819,0.121,0.4019,positive
clinton_2nd.txt,Clinton,2,202,"And as president, I will take that work, that bipartisan work, that finding common ground, because you have to be able to get along with people to get things done in Washington.",177,32,and as president i will take that work that bipartisan work that finding common ground because you have to be able to get along with people to get things done in washington,32,and as president i will take that work that bipartisan work that finding common ground because you have to be able to get along with people to get things done in washington,president take work bipartisan work finding common ground able get along people get things done washington,presid take work bipartisan work find common ground abl get along peopl get thing done washington,president take work bipartisan work find common ground able get along people get thing do washington,president take work bipartisan work find common ground able get along people get thing do washington,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,203,"I've proven that I can, and for 30 years, I've produced results for people.",75,14,i have proven that i can and for years i have produced results for people,15,i have proven that i can and for years i have produced results for people,proven years produced results people,proven year produc result peopl,proven year produce result people,proven year produce result people,0.0,1.0,0.0,0.0,neutral
clinton_2nd.txt,Clinton,2,204,"Well, the situation in Syria is catastrophic.",45,7,well the situation in syria is catastrophic,7,well the situation in syria is catastrophic,situation syria catastrophic,situat syria catastroph,situation syria catastrophic,situation syria catastrophic,0.311,0.485,0.204,-0.2732,negative
clinton_2nd.txt,Clinton,2,205,"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",267,46,and every day that goes by we see the results of the regime by assad in partnership with the iranians on the ground the russians in the air bombarding places in particular aleppo where there are hundreds of thousands of people probably about still left,45,and every day that goes by we see the results of the regime by assad in partnership with the iranians on the ground the russians in the air bombarding places in particular aleppo where there are hundreds of thousands of people probably about still left,every day goes see results regime assad partnership iranians ground russians air bombarding places particular aleppo hundreds thousands people probably still left,everi day goe see result regim assad partnership iranian ground russian air bombard place particular aleppo hundr thousand peopl probabl still left,every day go see result regime assad partnership iranian ground russians air bombard place particular aleppo hundred thousand people probably still leave,every day go see result regime assad partnership iranian ground russians air bombard place particular aleppo hundred thousand people probably still leave,0.0,1.0,0.0,0.0,neutral
